sentence,id,year,HasGroup
"Ein ADAC-Sprecher: ""Die Unfallzahlen junger Fahrer sind in den vergangenen Jahren zurückgegangen.",28585,,"[[37, 50, 'HasGroup']]"
"Die Tücken des AlltagsHeimarbeitsprofis raten dringend dazu, klar zwischen Home und Home-Office zu trennen.",28586,,"[[11, 39, 'HasGroup']]"
"Die Payback-Prämien sind oft rechnerisch zu teuer im Vergleich mit Internet-Preisen.---Aufwand: Gering, die App lässt sich leicht bedienen.---Tipp 4: DeutschlandCard---DeutschlandCard (circa 20 Millionen Teilnehmer): Ist der größte Konkurrent von Payback.---Sparfochs-Urteil: Nutzer sollten unbedingt auch hier die Coupons in der App aktivieren (zum Beispiel siebenfach Punkte bei Netto Markendiscount oder Esso).",28591,,"[[276, 282, 'HasGroup']]"
"""Beispiele der Offerten anonymer Männer: ""Hi, suchen eine Hobbystripperin"" oder ""Hättest du auch Interesse an 150 Euro für ein niveauvolles privates Treffen?""",28598,,"[[24, 39, 'HasGroup']]"
"Nur so etwas sollte gepfiffen werden, oder wenn ein Verteidiger bewusst für seinen Keeper den Ball hält.",28615,,"[[48, 63, 'HasGroup'], [76, 89, 'HasGroup']]"
"Wir können heute auf der schwäbischen Alb mit jemandem aus der Ukraine Sex haben, in VR-Welten mit interaktiven Sextoys in 3-D oder 4-D, mit intelligenten Sex-Robotern oder auf unsere Bedürfnisse designten Avataren in Interaktion treten.",28616,,"[[46, 70, 'HasGroup']]"
"Die genauen Umstände werden von den Kollegen der Landespolizei ermittelt.""",28620,,"[[32, 62, 'HasGroup']]"
"Hunderttausende Flüchtlinge, fast ausschließlich Frauen und Kinder, kommen hier unter und machen sich dann weiter auf den Weg in die Sicherheit.Ein Messdiener schwenkt Weihrauch, viele singen die Kirchenmelodien des Chors mit, es ist sehr voll.",28624,,"[[0, 66, 'HasGroup']]"
Alle Fußball-Fans sollen kommen.,28625,,"[[0, 17, 'HasGroup']]"
"""Als Fußballer kommst du ja gar nicht hinterher, was alles so in deiner Karriere passiert.",28631,,"[[5, 14, 'HasGroup']]"
"Obwohl es als wahrscheinlich gilt, dass Nancy Pelosi vor ihrem Antrag sicher gestellt hat, dass sie auch eine Mehrheit dafür bekommt.",28638,,"[[105, 118, 'HasGroup']]"
"In der brutalen Berliner-Gang-Serie ""Four Blocks"" fahren die Clan-Chefs S-Klasse AMG.",28641,,"[[57, 71, 'HasGroup']]"
"Tipp:  Etwas günstiger könnte es bei privaten Anbietern, in einigen Corona-Testzentren oder auch in Apotheken werden.",28648,,"[[37, 55, 'HasGroup']]"
"In seiner Neujahrsansprache wartete Diktator Kim Jong-un (33) mit einer Überraschung auf: Während er gegen die USA wetterte, bot er gleichzeitig die Teilnahme nordkoreanischer Sportler bei den Olympischen Spielen in Südkorea an.",28649,,"[[159, 184, 'HasGroup']]"
"Stundenpläne bleiben bestehen, Lehrer sind für die Kinder erreichbar.""",28652,,"[[31, 37, 'HasGroup'], [47, 57, 'HasGroup']]"
Damals waren die Ziele einer Frau anders.,28656,,"[[23, 33, 'HasGroup']]"
"Ich habe großen Respekt vor Peter Altmaier und Annegret Kramp-Karrenbauer, die ihre Bundestagsmandate für jüngere Politiker zur Verfügung stellen.",28658,,"[[106, 123, 'HasGroup']]"
"Wenn da früher auf Mannschaftsabenden ein paar Mädels standen, setzte sofort der Wettbewerb ein.",28663,,"[[38, 53, 'HasGroup']]"
"DAS SAGEN DIE WOHNMOBIL-DEMONSTRANTEN:""Wir können komplett autark sein""Phuong Vo: ""Wir machen gerne verlängerte Wochenenden mit dem Wohnwagen bei uns im Schwarzwald, am Titisee, Schluchsee, fahren auch mal in den Süden runter.""",28664,,"[[10, 37, 'HasGroup']]"
"So geschehen bei acht mitAstraZeneca in Deutschland geimpften Personen, drei davon starben an einer Hirn-Venen-Thrombose.Doch dieser Prozess, der im Verborgenen abläuft, lässt sich offenbar identifizieren.",28667,,"[[22, 70, 'HasGroup']]"
Menschen in Deutschland.,28670,,"[[0, 23, 'HasGroup']]"
"Kunden sollten also prüfen, ob das Roaming nur bei Sprachanrufen, SMS-Versand oder Datennutzung möglich ist und auf welche Länder es eventuell begrenzt ist.Nicht alle Länder sind im neuen Roaming-EuropaDie neuen Roaming-Regeln gelten für die 28 EU-Länder (Großbritannien und Nordirland gehören noch dazu) sowie Norwegen, Island und Liechtenstein.",28674,,"[[0, 6, 'HasGroup']]"
"Den Wunsch, bald zu heiraten, hegen vor allem Paare, die schon länger zusammen sind und bereits zusammen wohnen.",28675,,"[[46, 111, 'HasGroup']]"
"Und: ""Es ist eine lebensgefährliche Situation für ein Kind, wenn die Mutter misshandelt wird.""",28679,,"[[50, 58, 'HasGroup'], [65, 75, 'HasGroup']]"
"Hesse konkret: ""In Deutschland gibt es laut World Wealth Report derzeit 1,5 Millionen Millionäre.",28682,,"[[72, 96, 'HasGroup']]"
Jetzt sind die Forscher zurückgekehrt.,28696,,"[[11, 23, 'HasGroup']]"
wollen 15 000 bis 20 000 Fans mit.,28719,,"[[7, 29, 'HasGroup']]"
"Eine entscheidende, tragende Figur in einem Team zu spielen, ist für einen Spieler immer wichtig.",28722,,"[[69, 82, 'HasGroup']]"
"""Doch stattdessen hat Russland Geld von seinen Bürgern gestohlen, ihre Zukunft zerstört, ihre Soldaten in den Tod geschickt.",28737,,"[[40, 54, 'HasGroup'], [89, 102, 'HasGroup']]"
Mündlicher Einsatz: Viele Frauen kommen leichter durch Oralsex als durch den eigentlichen Akt.,28738,,"[[20, 32, 'HasGroup']]"
Paderborn:  Das Liga-Schlusslicht will seine 9000 Dauerkarten-Inhaber Anfang Mai kontaktieren.,28759,,"[[39, 69, 'HasGroup']]"
"Linke (8,5 Prozent) und die Grünen (18,5 Prozent) gewinnen je einen halben Punkt hinzu.",28763,,"[[0, 5, 'HasGroup'], [24, 34, 'HasGroup']]"
Als Präsident dieses Künstlerverbandes fungierte lange Jahre der Maler Willi Sitte,26374,,"[[14, 38, 'HasGroup']]"
"Für Eltern wird der ""Einbruch"" der neuen Medien in den Familienalltag oft zum Problem, vor allem, wenn sie sich eher ablehnend verhalten, weil sie unsicher im Umgang mit der Technik sind",26375,,"[[4, 10, 'HasGroup']]"
"Inzwischen sind Untersuchungsberichte in etlichen Diözesen vorgelegt worden, die gezeigt haben: Ich lag damals leider genau richtig."" Kirche und CDU ""Die Kirche hat uns immer erklärt, was wir zu tun haben",26382,,"[[145, 148, 'HasGroup']]"
"Wo sie auftauchten, verbreiteten diese schwer bewaffneten Krieger verwandter Nomadenstämme ihren Schrecken",26391,,"[[33, 90, 'HasGroup']]"
"So betont Gesamtmetall-Chef Martin Kannegiesser gern, dass 24 Prozent der Betriebe rote Zahlen schrieben",26393,,"[[70, 82, 'HasGroup']]"
September ruft Jean-Luc Mélenchons linksradikale Partei Unbeugsames Frankreich zu einer Demonstration in Paris auf,26397,,"[[15, 78, 'HasGroup']]"
"Der Fall der Mauer war die Gelegenheit für Wessis, die bis dato verpasste Strukturanpassung auf einen Schlag nachzuholen, und für Ossis, sich den verdienten Wohlstand selbst zu erarbeiten",26398,,"[[43, 49, 'HasGroup'], [130, 135, 'HasGroup']]"
"Wenn es über Jahrzehnte hinweg eine politische Gewissheit gab, dann die Angst der Deutschen vor Schulden",26401,,"[[78, 91, 'HasGroup']]"
"Statt der teuren Schoten kauften immer mehr Hausfrauen das billige ""Vanillin""",26405,,"[[44, 54, 'HasGroup']]"
Dort wurden zum letzten Freitagsgebet des Ramadan nur muslimische Männer über 45 und Frauen zugelassen,26408,,"[[54, 80, 'HasGroup'], [85, 91, 'HasGroup']]"
"""Außerdem führt die CDU in allen wichtigen Kompetenzwerten klar."" Allerdings sei man erst am Wahlabend sicher, ""und deswegen muss weitergekämpft werden"", sagte Rüttgers",26419,,"[[16, 23, 'HasGroup']]"
"Da Katalysatoren bei Industrietests kaum Platin freisetzen, wollten die Kat-Hersteller den Wissenschaftlern ihre Ergebnisse zunächst nicht glauben",26427,,"[[87, 107, 'HasGroup'], [68, 86, 'HasGroup']]"
"Kunst war ihr Brotberuf, und so leicht die Zeichnungen daherkamen, mit diesem fedrigen, immer erkennbaren Strich, so leicht war das Leben nicht immer, die tägliche Plackerei, das fruchtlose Anrennen gegen Mächte, die so oft stärker sind als der Wille der Bürger",26430,,"[[251, 261, 'HasGroup']]"
"Seit der Wahlniederlage 2005 führt Kraft die Landtagsfraktion der SPD, seit Anfang dieses Jahres auch die Partei",26437,,"[[102, 112, 'HasGroup'], [62, 69, 'HasGroup']]"
"Wie realistisch aber ist die Erwartung, dass ein mögliches Ende des Krieges dem von 1945 gleichen wird, wenn wir bedenken, dass Putins Russland im Unterschied zu Nazi-Deutschland eine Großmacht ist, die mit Atomwaffen droht? Auch wenn wir nur darüber spekulieren können, unter welchen Bedingungen der Kreml bereit wäre, sein Nukleararsenal einzusetzen, nimmt sich die Vorstellung einer Siegesparade ausländischer Truppen in Moskau wie eine Science-Fiction-Fantasie aus",26438,,"[[399, 420, 'HasGroup']]"
"Und so wuchtig grüngelb wollten Helmut Federles Bilder sein, dass uns noch heute vor ihnen ganz grün und gelb wird wie den Griechen, als ihnen Apoll die Pest ins Lager vor Troja schoss",26442,,"[[119, 131, 'HasGroup']]"
"Schließlich hat er die Zeit der hohen Schutzzölle noch selbst miterlebt und wusste, dass sie vor allem die Industriellen im Land schützen",26457,,"[[103, 120, 'HasGroup']]"
"Natürlich wird auch der jetzt wieder ausgerufene Erneuerungsprozess superernsthaft von den Verantwortlichen in der Parteispitze zur einzigen Methode für die Rettung der Partei ausfindig gemacht, er findet nun vor allem in Hashtags auf Twitter und in unendlich langen Rundmails statt",26460,,"[[87, 127, 'HasGroup'], [165, 175, 'HasGroup']]"
"In Mexiko-Stadt fand vergangene Woche ein Kongress über die geopolitische Zukunft Lateinamerikas statt, im Programm stand viel Ernstes über die ""Bildung eines souveränen Machtblocks"" und eine ""neue Ordnung für die Zeit nach der Marktwirtschaft"", aber die Brasilianer wollten die Sache offenbar mit betonter Fröhlichkeit angehen",26461,,"[[251, 266, 'HasGroup']]"
"Der Plan platzte, doch es blieb die Befürchtung, dass die Deutsche Bank mit den Kleinkunden nichts zu tun haben wollte",26474,,"[[76, 91, 'HasGroup']]"
"Herr Meisel, wie viele Sprachen kann ein Kind erlernen? JürgenMeisel: Das hat niemand wissenschaftlich getestet",26475,,"[[37, 45, 'HasGroup']]"
"Ob es reiner Fernunterricht ist, bei dem die Schüler den Lernstoff mit Arbeitsblättern und Audio-CDs erarbeiten, oder ob es zusätzlich Präsenzphasen gibt, ist von Institut zu Institut verschieden",26477,,"[[41, 52, 'HasGroup']]"
"Es sei genau dieses emotionalisierte, aber am Ende völlig ""entmenschlichte Islambild"", das so viele Muslime ins Abseits dränge, sagt Göle",26483,,"[[91, 107, 'HasGroup']]"
Es geht um eine prinzipielle Frage: Soll sich der Saal der Musik anpassen oder die Musiker dem Saal? Im Fall der Elbphilharmonie ist der federführende Akustiker der Japaner Yasuhisa Toyota,26484,,"[[79, 90, 'HasGroup']]"
"Die durchschnittliche Lebenserwartung eines Senegalesen betrug im Jahr 1980 48,9 Jahre, inzwischen sind es 66,4 Jahre",26487,,"[[38, 55, 'HasGroup']]"
"Und warum können die Bewohner des Pflegeheims nicht einfach in der Praxis nebenan geröntgt werden, statt jedes Mal in die Notaufnahme zu fahren? Wie wäre es, wenn das Bezirksamt seine Müttersprechstunde auch im Kiosk anbietet?",26491,,"[[17, 45, 'HasGroup']]"
"Nun, ob, an welchen Orten und in welcher Dimension sie diese Menschen ehren wollen, das müssen die Deutschen letztlich unter sich ausmachen",26493,,"[[95, 108, 'HasGroup']]"
Niedliche Kinder begrüßen Gäste aus dem Ausland mit einem fröhlichen Lied: Nichts könnte typischer sein für Nordkorea,26501,,"[[26, 47, 'HasGroup']]"
"Väter zücken ihre Videokameras, Omas kramen nach Taschentüchern, irgendwo kreischt ein Kleinkind",26503,,"[[0, 5, 'HasGroup'], [32, 36, 'HasGroup']]"
"In der Politik ist die Nutzung der Karte bis heute umstritten: Die FDP beispielsweise fordert, Kosten und Nutzen vor dem Start der Karte genauer zu analysieren",26504,,"[[63, 70, 'HasGroup']]"
"Vor zwei Jahren foppte Jan Böhmermann seine Zuschauer mit einer Fake-Dokumentation: Angeblich wollten chinesische Investoren in der ostdeutschen Provinz die NS-Erlebniswelt ""Reichspark"" errichten",26507,,"[[102, 124, 'HasGroup']]"
"Natürlich kritisieren ""wir"" Israel und haben dafür sogar die ""Israelkritik"" erfunden, aber das, liebe Bundesbürger, ist echt was anderes, schließlich können wir als stabile Deutsche überhaupt keine Antisemiten sein",26508,,"[[96, 114, 'HasGroup'], [165, 181, 'HasGroup']]"
"Seit 2008 wächst Spreadshirt unaufhörlich: 1000 Mitarbeiter hat das unternehmen heute, macht 131 Millionen Euro Umsatz",26516,,"[[43, 59, 'HasGroup']]"
"Scheuch begrüßt alle Mitglieder des FPÖ-Vorstands mit Handschlag, zuletzt den Abgeordneten Peter Fichtenbauer, der links vorne sitzt",26526,,"[[16, 49, 'HasGroup']]"
"Mögen die USA bis 2000 auch Despoten gestützt (Ägypten) und Tyrannen bombardiert haben (Libyen) - sie waren Vermittler, wenn es in Palästina drauf ankam",26528,,"[[28, 36, 'HasGroup'], [60, 68, 'HasGroup']]"
"Einer seiner Vorgänger als CDU-Vorsitzender in Hamburg ist Dirk Fischer, 78 Jahre alt, davon 37 Jahre Bundestagsabgeordneter",26529,,"[[27, 30, 'HasGroup']]"
Die ersten zehn Petarde-Lohnempfängerinnen und -Empfänger sind bereits erkoren,26533,,"[[0, 57, 'HasGroup']]"
"Claudio Abbado: Das Adjektiv ""groß"" würde ich nur in Ausnahmefällen auf Dirigenten anwenden, auf Wilhelm Furtwängler vielleicht oder auf Arturo Toscanini",26534,,"[[72, 82, 'HasGroup']]"
"Mit einer billigen Gitarre um den Hals stellt er sich einer völlig verrohten Bagage, in der Frauen Männer zusammenschlagen und der Lieblingssport ultimate fighting heißt, Faustkämpfe auf Leben und Tod",26536,,"[[92, 98, 'HasGroup'], [99, 105, 'HasGroup']]"
"Befragt wurden nämlich ausschließlich Kunden, die ihren Wagen im Jahr 1998 gekauft hatten",26540,,"[[38, 89, 'HasGroup']]"
"Denn: ""Um ungerechte, rassistische Strukturen aufzulösen, müssen wir Hautfarbe sehen."" Übertragen auf deutsche Verhältnisse – in Deutschland besteht zum Beispiel weiterhin ein starker Zusammenhang zwischen sozialer Herkunft und Bildungserfolg, wobei davon Menschen mit Migrationshintergrund besonders betroffen sind –, übertragen auf deutsche Verhältnisse also legt man da als weißer Teilnehmer der Leistungsgesellschaft natürlich erst mal die Stirn in Falten, denn Diskriminierung ist ja eigentlich von Gesetzes wegen verboten, und dann hat man ja von seinen Eltern und in der Schule tatsächlich gelernt, dass man so tun soll, als wäre nichts, als machten Aussehen und Herkunft keinen Unterschied, und dieser Ansatz wiederum kann dazu führen, dass man sich mit der Existenz von strukturellem Rassismus nicht weiter glaubt befassen zu müssen, denn: Rechtsextremisten sind natürlich böse, und das unterschreiben wir auch alle sofort, aber abgesehen davon ist ja nichts, gibt es ja keine Unterschiede",26543,,"[[256, 290, 'HasGroup'], [377, 420, 'HasGroup'], [553, 566, 'HasGroup'], [849, 866, 'HasGroup']]"
"Rapoports Konzept sieht sogar vor, dass auch die Zielländer ihrerseits Wünsche angeben könnten – also etwa die bevorzugte Aufnahme von Flüchtlingen mit Kindern oder mit einer bestimmten Nationalität",26546,,"[[135, 198, 'HasGroup']]"
"Union und SPD bremsen ihre jeweiligen Juniorpartner bei der Neufassung der Kraftfahrzeugsteuer aus: Sie wollen diese Steuer nicht mehr auf die Mineralölsteuer umlegen - ein Vorhaben, das FDP und Bündnis 90/Die Grünen sehr am Herzen liegt",26552,,"[[0, 5, 'HasGroup'], [10, 13, 'HasGroup'], [187, 190, 'HasGroup'], [195, 216, 'HasGroup']]"
"Das klingt nach einem patriarchalen Traum, ähnlich wie die ""stay at home girlfriends"" – ungetraute Hausfrauen der Generation Z, die ebenfalls auf TikTok für Erregung sorgen",26553,,"[[88, 126, 'HasGroup']]"
"Folgen die unteren Gerichte, die jeden Einzelfall entscheiden müssen, dem Diktum der BGH-Richter, wären die Darlehensverträge zwar nichtig",26555,,"[[81, 96, 'HasGroup']]"
"Passionierte Sammler sind bereit, dafür auch sehr viel Geld zu zahlen",26570,,"[[0, 20, 'HasGroup']]"
"Reichweite: 6,93 Millionen Leser, Auflage: 1,1 Millionen Exemplare",26574,,"[[12, 32, 'HasGroup']]"
Dann wieder beobachteten die Finanzauguren vor allem die Handelsbilanzen oder die Arbeitsmarktdaten,26583,,"[[25, 42, 'HasGroup']]"
"Es ist eine Frage für Leute, die nicht auf irgendwelche handwerklichen Erfolge aus sind, sondern auf Erkenntnis",26585,,"[[22, 111, 'HasGroup']]"
"Daß die Gräfin Geschwitz aller lesbischen Neigungen überdrüssig geworden ist, war neu - Marjana Lipovsek macht aber glaubhaft, daß sie eine gute Juristin bei den Frauenrechtlerinnen werden wird",26586,,"[[158, 181, 'HasGroup']]"
"Nach dem Willen des britischen Premiers soll sich der Ex-Diktator vor einem irakischen Gericht ""für seine Verbrechen gegen das irakische Volk"" verantworten",26589,,"[[123, 141, 'HasGroup']]"
Das macht ihn aus Sicht vieler Frankfurter erst einmal sympathisch,26594,,"[[24, 42, 'HasGroup']]"
Wir werden am Ende des Jahres erneut eine solche Infografik-Seite präsentieren – dann mit Ihren 100 Jahre alten Heldinnen und Helden,26600,,"[[96, 132, 'HasGroup']]"
"Wie man hilfreiche Kritik gibt, lernten die Jugendlichen deshalb in einem Workshop vor dem ersten Einsatz des Fragebogens",26601,,"[[40, 56, 'HasGroup']]"
"Doch es gibt auch viele Dystopien, die vor den Folgen einer solchen Entwicklung warnen, vor Überbevölkerung oder einer Diktatur der Alten",26605,,"[[128, 137, 'HasGroup']]"
"Auch warum die Berater damit so erfolgreich waren, wusste er zu erklären: weil sie den Kunden ""aggressiv erzählt haben, dass sie sich schnell bewegen müssen""",26607,,"[[83, 93, 'HasGroup']]"
"Wenn die Hochschulen das schon nicht für ihre Studenten hinbekommen, dann ja vielleicht für einen besseren Kontostand",26612,,"[[41, 55, 'HasGroup']]"
"Menschen ohne Punkrock-Jugend tun gut daran, ihren Lebenslauf entsprechend zu schönen, um sich für Jobs als kreative Quertreiber im Stadtmarketing zu qualifizieren",26617,,"[[0, 29, 'HasGroup'], [108, 146, 'HasGroup']]"
"Seit er 1999 mit seiner Familie in einen ehemaligen Gutshof nach Tröglitz gezogen ist, arbeitet er mit Neonazis und Arbeitslosen, er hat versucht, ihnen liebevoll zu begegnen",26618,,"[[103, 111, 'HasGroup'], [116, 128, 'HasGroup']]"
"In einem Rundschreiben mahnten sie alle Lebensversicherer, ihre Kapitalanlagen einem ""Stresstest"" zu unterziehen",26622,,"[[35, 57, 'HasGroup']]"
"Kein Dogma sagt, dass nur Priester und Bischöfe Kardinal werden können",26623,,"[[26, 34, 'HasGroup'], [39, 47, 'HasGroup']]"
Die in der Föderation registrierten Einwohner wählen das Föderationsparlament und die politische Führung ihrer zehn Kantone,26624,,"[[0, 45, 'HasGroup']]"
"Nicht nur sechzehn Ministerpräsidenten nebst Kanzlerin, auch sechzehn deutsche Agrarminister können Mammutkonferenzen",26625,,"[[10, 38, 'HasGroup'], [61, 92, 'HasGroup']]"
"Vor zwei Wochen gingen alle Experten noch von Obama-Festspielen aus, doch nun stehen die USA vor einer extrem knappen Wahl",26632,,"[[23, 36, 'HasGroup']]"
Die katholische Kirche ist geprägt von ihrer Krise – und ihr schmerzhaftester Teil ist die sexualisierte Gewalt von Priestern gegen Kinder und Jugendliche,26635,,"[[132, 138, 'HasGroup'], [143, 154, 'HasGroup'], [116, 125, 'HasGroup']]"
"""Wir können unseren Lehrern einen Persilschein ausstellen"", betont ein Sprecher im bayerischen Kultusministerium",26636,,"[[12, 27, 'HasGroup']]"
"Aber der FN ist eine ultrarechte Partei, die ins Zentrum der Gesellschaft vorstößt",26637,,"[[5, 11, 'HasGroup']]"
Für die Palästinenser wiederum ist die Geduld schon längst erschöpft,26644,,"[[4, 21, 'HasGroup']]"
"Wer mit dem Gedanken spielt, FDP, Piraten oder AfD zu wählen, sollte bedenken, dass seine Stimme verloren gehen und so dem politischen Gegner nützen kann",26651,,"[[29, 32, 'HasGroup'], [34, 41, 'HasGroup'], [47, 50, 'HasGroup']]"
"Es entsteht wohl daraus, dass wir Deutschen auf dem Papier super Spieler haben und inzwischen auf jeder Position doppelt besetzt sind",26653,,"[[65, 72, 'HasGroup'], [34, 43, 'HasGroup']]"
"Aber wenn ich jetzt sehe, wie respektlos sich jüngere Schüler mir gegenüber auf dem Schulhof verhalten, habe ich doch nicht mehr so große Lust auf den Lehrerberuf",26654,,"[[46, 61, 'HasGroup']]"
"Die Selbstverständlichkeit, mit der Union und SPD über Jahre die juristischen Staatsexamina von der Studienreform ausnahmen, hat viele geärgert",26665,,"[[46, 49, 'HasGroup'], [36, 41, 'HasGroup']]"
"Les plans de sauvetage élaborés pour la Grèce, l'Irlande et le Portugal, avec la complicité du FMI, visent à gagner du temps, le temps que les banques européennes les plus exposées, allemandes et françaises notamment, liquident des positions qui leur imposeraient de lourdes pertes si on procédait à une restructuration des dettes souveraines de ces pays.",23169,,"[[139, 180, 'HasGroup']]"
"Et sur les accidents du travail, on n’a pas un groupe identifié, mobilisé, comme cela a pu se voir autour du phénomène de l’amiante où des associations se sont créées.",23171,,"[[135, 151, 'HasGroup']]"
"Actuellement, à quoi ressemble la relation entre Iraniens et Américains dans le pays ?",23173,,"[[49, 57, 'HasGroup'], [61, 71, 'HasGroup']]"
"En matière d’activisme, Ordre nouveau est un succès indiscutable.",23176,,"[[24, 37, 'HasGroup']]"
"On sait que l'ISF est déjà un impôt bancal, auquel échappent les plus grandes fortunes, du fait de l'exonération des biens professionnels voulue par les socialistes.",23177,,"[[61, 86, 'HasGroup'], [149, 164, 'HasGroup']]"
"Ce fut d’abord les humiliations répétées infligées dans le processus d'adhésion à l'Union européenne, quand les négociateurs européens refusaient de débloquer les chapitres 23 et 24 permettant aux négociations de progresser.",23178,,"[[108, 134, 'HasGroup']]"
"Pour le syndicat, il n’était plus possible de lutter.",23180,,"[[5, 16, 'HasGroup']]"
"Alors que le groupe compte plus de 190 000 salariés, l’actionnariat salarié du groupe représente moins de 0,5 % du capital de LVMH.",23183,,"[[27, 51, 'HasGroup'], [53, 85, 'HasGroup']]"
"Or, c’est une évidence : une motion portée par l’extrême droite a très peu de chance de rassembler une majorité de voix.",23185,,"[[47, 63, 'HasGroup']]"
"En se parant des atours grandiloquents de l’universalisme, bien des responsables politiques promeuvent en réalité un communautarisme national aveugle à lui-même.",23190,,"[[59, 91, 'HasGroup']]"
"B erlin Berlin (Allemagne), de notre correspondant.- Participer de nouveau à une « grande coalition » avec les conservateurs ou choisir l’opposition et faire face à de nouvelles élections ?",23196,,"[[107, 124, 'HasGroup'], [136, 148, 'HasGroup']]"
"Jérôme Guedj, député socialiste de l’Essonne, a rappelé que si nombre de collectivités locales ont mis la main à la poche, les entreprises n’ont pas vu leur « versement mobilité » augmenter.",23200,,"[[123, 138, 'HasGroup']]"
Et les fonctionnaires ne savent plus à quel saint se vouer.,23202,,"[[3, 21, 'HasGroup']]"
"« Il y a une souffrance au travail quasi généralisée », regrette Roland Glandor de l’Utas-UGTG, syndicat particulièrement en froid avec la direction depuis l’épisode de l’obligation vaccinale dans les établissements de santé français.",23203,,"[[83, 94, 'HasGroup']]"
Les gens dans nos quartiers souffrent vraiment.,23204,,"[[0, 27, 'HasGroup']]"
La majorité actuelle en fait la démonstration quotidienne.,23206,,"[[0, 20, 'HasGroup']]"
"Troisième constat, une forte concentration des vendeurs en ligne.",23207,,"[[43, 64, 'HasGroup']]"
"» Sciences-Po est « une interaction très bizarre », une école « mêlée aux entreprises, aux médias, à toutes sortes d'intérêts, ce qui fait son avantage par rapport à l'université », décrit Bruno Latour.",23209,,"[[70, 85, 'HasGroup']]"
"» Car depuis six ans, les bailleurs sociaux ont subi une amère purge financière : la réduction du loyer de solidarité (RLS) pour compenser la baisse des aides personnelles au logement (APL) les prive de près d’1,5 milliard d’euros par an.",23211,,"[[22, 43, 'HasGroup']]"
"S’il existe en Israël une jurisprudence de ministres qui rendent leur tablier en cas d’inculpation, le cas ne s’est jamais présenté pour un chef de gouvernement – même si tous, depuis vingt ans, ont été poursuivis à un moment ou à un autre, et l’un d’entre eux, Ehud Olmert, emprisonné, mais après avoir perdu son poste.",23213,,"[[40, 98, 'HasGroup']]"
"Plus de 95 000 migrants sont arrivés depuis le début de l’année sur les côtes italiennes, selon Rome, plus du double par rapport à la même période de 2022, en provenance de Tunisie et de Libye.",23214,,"[[0, 23, 'HasGroup']]"
"Puis quand il a connu une scission avec ceux qui voulaient rejoindre le Pasok au gouvernement… » Enfin, il a ciblé les sociaux-démocrates qui rallient la victoire de la gauche de gauche hellène : « Puisque Syriza serait une variable de la social-démocratie, faites le gel de la dette, faites la réforme fiscale, faites la gratuité de la santé et de l'électricité, comme dans leur programme !",23217,,"[[69, 77, 'HasGroup'], [115, 137, 'HasGroup'], [166, 193, 'HasGroup'], [206, 212, 'HasGroup']]"
"« Le GUD est devenu un supplétif du régime syrien, les intérêts financiers de Frédéric Chatillon rejoignant ses intérêts politiques », estime l'ancien militant, qui apporte une autre illustration : « À cette époque, Chatillon rencontre Roger Garaudy, et achète les droits de son livre révisionniste Les Mythes fondateurs de l’État d'Israël pour l’Égypte.",23223,,"[[2, 8, 'HasGroup']]"
La mobilisation féminine jouera un rôle essentiel.,23224,,"[[16, 24, 'HasGroup']]"
"Nous accompagnons aussi un public auparavant invisible, des allocataires des minima sociaux qui n’étaient pris en charge par aucune structure.",23226,,"[[56, 141, 'HasGroup']]"
Le texte ne laisse pas le choix aux autorités françaises : elles doivent récupérer leurs ressortissant·e·s lorsque la Turquie l’exige.,23232,,"[[83, 106, 'HasGroup']]"
"La plupart de ses recours visaient à annuler l’extinction du titre foncier autochtone des peuples Wangan et Jagalingou sur plus de 1 385 hectares, prononcée par le gouvernement du Queensland en août 2019, pour permettre la construction de la mine d’Adani.",23233,,"[[86, 118, 'HasGroup']]"
"Aucun couloir humanitaire n’a pu être mis en place lundi pour l’évacuation des civils des zones de combats en Ukraine, notamment Marioupol, ont annoncé les autorités ukrainiennes pour la deuxième journée consécutive, accusant la Russie de « blocage ».",23234,,"[[75, 85, 'HasGroup']]"
"Les entreprises high-tech américaines sont en train de perdre leur crédibilité, et donc des clients à l’international », nous explique au téléphone Brough Turner, fondateur de plusieurs start-up, qui s’est associé à d’autres entreprises du Web venues faire du lobbying à Washington en début de semaine, afin de convaincre des élus de soutenir le USA Freedom Act.",23235,,"[[0, 37, 'HasGroup'], [88, 117, 'HasGroup'], [216, 301, 'HasGroup']]"
"« J'ai discuté avec pas mal de salariés des Républicains que je connais depuis longtemps, certains m'ont dit qu'ils avaient eu une prime directement sur leur fiche de paie, et d'autres effectivement dans des enveloppes […] D’après ce que j'ai compris, absolument tout le personnel de l’UMP de l'époque a été récompensé après la victoire », a expliqué un ancien comptable du parti.",23242,,"[[20, 56, 'HasGroup'], [268, 289, 'HasGroup']]"
Ils sont pris en otage par le Hamas.,23244,,"[[27, 35, 'HasGroup']]"
« Ces délinquants seront-ils susceptibles d’être poursuivis si nous adoptons cet article ?,23250,,"[[2, 17, 'HasGroup']]"
Ce qui grève lourdement les finances des entreprises endettées en devises.,23252,,"[[37, 73, 'HasGroup']]"
Car le collectif proche du maire Bertrand Kern donne satisfaction en haut lieu.,23255,,"[[4, 46, 'HasGroup']]"
