id,text,outlet,country,year,labels,categories
7203,Deren auf die Prüfung von strukturierten Produkten spezialisierten Analysten haben sämtliche auf die 30 Dax-Werte emittierten Bonus-Zertifikate im Jahr 2007 unter die Lupe genommen.,Welt,Germany,2008,other professions,profession
4417,"Mais la République tchétchéno-ingouche est rayée des cartes, les noms de ses peuples disparaissent des livres.",Monde,France,1995,,
5215,D'autres ont dû être euthanasiées par les vétérinaires.,Figaro,France,2002,health and care professionals,profession
2496,"""Der neue amnesty-Kurs verschreckt viele unserer alten Mitglieder"", sagt ein Mitarbeiter der deutschen amnesty-Sektion am Rande der Sitzung, ""die können nicht mehr verstehen, warum wir uns jetzt auch für Schwule in Rumänien einsetzen.""",Zeit,Germany,1995,LGBTQIA+,identities
2373,"Bundesgesundheitsminister Karl Lauterbach (SPD) hatte ­ursprünglich ebenfalls die Einführung von Cannabisshops geplant, in denen das Rauschmittel verkauft werden dürfte.",Spiegel,Germany,2023,entrepreneurs;politicians and high-ranking officials,labor_market_position;profession
5643,"Das, was die Eagles bisher gezeigt haben, lässt viele Fans des Traditionsteams schon von einer Super-Bowl-Teilnahme träumen.",Bild,Germany,2022,athletes,profession
4920,Les professionnels du spectacle accompagnent les pas incertains des jeunes qui évoluent sur un filin d'acier ou qui font des acrobaties et des exercices d'adresse.,Parisien,France,2000,"authors and artists;youth, including students and apprentices",age_and_family_status;profession
5982,"Außerdem: Wenn wir etwas zum Arbeitsförderungsgesetz oder zur Armutsentwicklung sagen, kommt als erste Frage von Journalisten zurück: Vielen Dank für die Pflichtnummer, aber was sagen Sie zu den Tornados?",Zeit,Germany,1995,journalists,profession
8668,Le manque d’infrastructure et l’âpreté des lieux n’encouragent pas les entreprises étrangères à s’installer.,MondeDiplo,France,2002,,
4093,"« Il y a eu quelques policiers mis en renfort au Palais mais on aurait plutôt dû faire appel à du personnel de justice, que ce soient des surveillants ou des gardes mobiles.",Parisien,France,2000,security forces,profession
8749,Le texte annonce d’emblée : « Ce mouvement n’appartient à personne et à tout le Monde.,MondeDiplo,France,2019,,
6202,"Die Betriebsratsvorsitzende von Nokia Bochum, Gisela Achenbach, sagte bei einer ""alternativen Bilanz-Pressekonferenz"" vor den Werkstoren, die Mitarbeiter der Bochumer Fabrik hätten großen Anteil am Erfolg.---""Wir haben hier am Ort 15 Prozent Rendite erwirtschaftet"", sagte Achenbach.",Welt,Germany,2008,wage and salary earners,labor_market_position
3654,"Comme l'ensemble des équipes françaises, BigMat viendra à la chasse aux points pour le classement général de la Coupe de France.",Parisien,France,2000,athletes,profession
6136,"Das Mullah-Regime ist gegen Aufklärung, gegen Humanismus, gegen die Moderne und hat schlichtweg Angst vor der Meinung und Selbstbestimmung seiner starken Frauen, die ihren Freiheitswillen niemals vergessen haben und sich derzeit mit massiven Protesten zur Wehr setzen.---Was mein Wunsch ist---Die Frauen des Irans sind dabei, eine neue Revolution zu führen - unter Einsatz ihres Lebens.",Bild,Germany,2022,Muslims;politicians and high-ranking officials;women,identities;profession
848,"In dieser Logik sind die deutschen Gefangenen Geiseln, Faustpfand im zerrütteten Verhältnis.",SZ,Germany,2017,,
939,"In jedem Fall gelang dem Rechtspopulisten ein weit größerer Abstand zum Zweitplatzierten, als Anhänger und Experten für möglich gehalten hatten.",SZ,Germany,2016,other professions,profession
7541,Wieviele Mitglieder des Bundestages zum Schläger greifen?,Zeit,Germany,1995,politicians and high-ranking officials,profession
8539,"Il rappelle que le chômage détruit les chômeurs, y compris physiquement : ils ont en effet une mortalité près de trois fois supérieure à celle des actifs.",MondeDiplo,France,2001,unemployed;wage and salary earners,labor_market_position
8293,"Certes, l’attaque de Jean-Pierre Jouyet contre les « baronnies » de la Caisse des dépôts suggère que les jours d’André Yché sont probablement comptés.",Mediapart,France,2014,,
5781,"Nach SPIEGEL-Informationen sind sich die Ermittler sicher, dass sich die Saboteure vor und nach dem Anschlag in der Ukraine aufgehalten haben.",Spiegel,Germany,2023,"security forces;terrorists, rebels, revolutionaries and/or movements of armed resistance",profession;social_deviance
9374,"Belle résistance aussi (mais qui là, a sans doute peu à voir avec la très jeune clientèle) pour Sous le sable : le film de François Ozon reste, pour sa deuxième semaine, en huitième place au classement général (avec seulement 130 salles) et affiche la qua",Liberation,France,1999,,
757,"So ist es ihr etwa im vergangenen Arbeitskampf in Bayern gelungen, nur solche Betriebe zu bestreiken, von denen keine Fernwirkungen ausgingen.",Zeit,Germany,1995,,
2645,Er wird von Kameraden verprügelt und von Anleitern lebensgefährlich schikaniert.,Spiegel,Germany,2023,,
5850,Diese Zwischenphase der  Notbefreiung mag alleine schon viele Menschen zur Zuwanderung motivieren.,FAZ,Germany,2021,,
7270,"Das hatte unter anderem zu einem Ansturm auf Tickets für Auslandsflüge geführt, da Männer im wehrfähigen Alter das Land verlassen wollten.",Bild,Germany,2022,men,identities
3704,"Motif : jeudi, à l'issue d'une très rude campagne, le séguiniste Pascal Lorot, choisi par Lellouche, a été élu secrétaire RPR de la 4e circonscription de Paris (qui recouvre les VIIIe et IXe arrondissements) en battant nettement Christophe Chambeau, pourtant soutenu par Vincent Reina, l'un des adjoints de Jean Tiberi, membre du clan des « durs » de l'Hôtel de Ville.",Parisien,France,2000,politicians and high-ranking officials,profession
8630,"A cet égard, il n’est pas inutile de rapprocher – au plan essentiellement symbolique –, d’un côté, le « touriste organisé » qui a confié la préparation de son voyage à une agence ou à un tour-opérateur et, de l’autre, le « touriste sexuel ».",MondeDiplo,France,2006,,
3456,Seniors.,Parisien,France,2000,,
9547,"Betroffene Hausbesitzer aus den drei im Abwasserverband vertretenen Kommunen Neufahrn, Eching und Unterschleißheim haben jedenfalls begonnen, sich zu vernetzen.",SZ,Germany,2016,real-estate owners,real_estate_ownership
2062,"Golden glänzt das Innere des flexibel an die Rampe  fahrbaren Raumes, in dem sich Warner des Verfremdungseffekts bedient, den Brecht in seinem epischen Theater entwickelte: Bei vielen der Songs vollführen die Darstellerinnen und Darsteller  stilisierte Revue-Bewegungen.",FAZ,Germany,2021,authors and artists,profession
550,"Und wenn es dumm läuft, müssen die Kuchenliebhaber das Messer sehr häufig ansetzen.",Zeit,Germany,1995,,
3835,"Le Grand Sud-Ouest a vécu également une affluence record avec 132 000 manifestants dans le centre de Bordeaux, Périgueux, Bergerac, Agen, Pau, Angoulême, La Rochelle, Limoges ou Niort.---En Midi-Pyrénées, des dizaines de milliers d'opposants à l'extrême droite sont descendues dans la rue.",Figaro,France,2002,,
2813,"Keine der beiden Varianten werde das Vereinigte Königreich billiger zu stehen kommen, sagt der CDU-Europaabgeordnete Andreas Schwab.",FAZ,Germany,2021,politicians and high-ranking officials,profession
8455,"D’autres guerriers étaient dissimulés entre les bananiers, ils devaient être plusieurs dizaines.",Mediapart,France,2018,soldiers,profession
8666,"A Lipcani, dans le nord de la Moldavie, Gheorghe, 58 ans, est au chômage, comme la moitié de la population.",MondeDiplo,France,2002,,
2550,"Europa ist eine Amphore, ein Wikinger-Drakkar, ein thrakischer Kelch, diverse untergegangene Königsgeschlechter, Schützengräben und Stacheldraht.",FAZ,Germany,2021,,
9315,Ça consolera les mal indemnisés : ne les a-t-il pas tous vengés ?,Liberation,France,1998,,
5334,C'est donc principalement la vérité que les victimes viendront chercher.,Monde,France,1995,,
6361,"In der jüngsten Umfrage für Brandenburg liegen die Christdemokraten ebenfalls hinter den Rechtspopulisten.---  Das Papier sei eine Reaktion auf die Ängste vieler Menschen und ,,das Bemühen, den gesellschaftlichen Abstiegsängsten und kulturellen Verlustängsten etwas entgegen zu stellen', sagt Blume.",SZ,Germany,2016,politicians and high-ranking officials,profession
1260,"Damit ist der Kuchen für die Makler kleiner geworden, was in manchen Fällen auch zur Geschäftsaufgabe geführt hat.",FAZ,Germany,2021,other professions,profession
7489,"Das mache die heutigen Repräsentanten des Staates fassungslos und gebe Anlass, weiter wachsam zu sein.",SZ,Germany,2015,politicians and high-ranking officials,profession
3133,La fédération fait appel à une main-d'oeuvre spécialisée.,Parisien,France,2000,skilled or qualified;wage and salary earners,labor_market_position;socio_economic_position
7310,"Christina ist sicher: ""Im Imbissbereich wird nur eine Handvoll Betriebe überleben.""",Bild,Germany,2022,entrepreneurs,labor_market_position
1025,Die Teilnehmer werden von den Veranstaltern handverlesen.,Spiegel,Germany,2023,,
4576,"Des animations pour les jeunes de 6 à 12 ans, de 14 à 17 heures, se dérouleront dans plusieurs quartiers : parc des bordes, moulin clair, moulignon, Saint-Fargeau place et Guiche, J.P. Ferrand.",Parisien,France,2000,"minors, including children and pupils",age_and_family_status
753,"Microsoft  will die Kind-Software als Teil seiner auf Behörden zugeschnittenen Version von Azure vermarkten, einer Plattform für sogenanntes ""Cloud Computing"".",FAZ,Germany,2021,,
8117,"Mehrfach hatten die vier stellvertretenden Fraktionsvorsitzenden für Umwelt, Wirtschaft, Verkehr und Landwirtschaft bei  Kanzleramtsminister ---Der Konflikt geht darum, wie detailliert die Regierung den Wirtschaftssektoren Vorgaben zur ""Dekarbonisierung"" bis 2050 macht.",FAZ,Germany,2021,entrepreneurs;politicians and high-ranking officials,labor_market_position;profession
9392,"Les propriétaires fonciers gardent des préjugés contre les réformateurs et autres biorégionalistes issus des années 60, même s'ils se sont acclimatés, s'ils savent bâtir une maison de leurs mains...",Liberation,France,2000,real-estate owners,real_estate_ownership
1952,"Darin definierten die deutschen Genossen eine bessere Ausstattung der Polizei, Abschiebung von Straftätern und sichere Grenzen als »Kernaufgabe der Sozialdemokratie«.---Dirk Wiese wünscht sich noch immer eine klare Haltung der SPD in diesen Fragen.",Spiegel,Germany,2023,"offenders, criminals, prisoners and/or accused people;politicians and high-ranking officials",profession;social_deviance
4739,"» Pour terminer son tour d'horizon, Anette Peulvast-Bergeal a évoqué le milieu associatif et avec la mise en place d'une convention de partenariat, signée avec les dirigeants, « l'utilisation des subventions versées par la ville apparaîtra de façon plus claire dans les comptes », termine-t-elle.",Parisien,France,2000,,
352,Bekennende Golfer von politischem Rang sind rar hierzulande.,Zeit,Germany,1995,athletes,profession
1512,"Neuer und Goretzka (beide Corona) sind aus der Quarantäne und wieder fit.---Aufstellung:  Neuer - Pavard, Upamecano, de Ligt, Davies - Kimmich, Sabitzer - Musiala, Müller, Sané - Mané.---BILD-Reporter David Verhoff: ""Die Bayern müssen gewinnen!",Bild,Germany,2022,athletes,profession
4448,Les femmes jouent un rôle important dans ce mouvement.,Parisien,France,2000,women,identities
8267,"Vieil habitué de la politique ukrainienne, le romancier Kourkov nous décrit dans Laitier de nuit quelques spécimens de parlementaires.",Mediapart,France,2010,politicians and high-ranking officials,profession
4646,"Pour Sefimeg, les recettes locatives ont augmenté de 2,6 % à 273 millions de francs au premier semestre 1994, réparties respectivement entre 163,2 millions de francs pour les loyers d'habitation et 110,7 millions pour les loyers de bureaux et de commerce.",Monde,France,1995,,
7083,"»Was sollen die Athleten Woche für Woche gegeneinander rennen, wenn nichts für sie rumkommt?",Spiegel,Germany,2023,athletes,profession
702,"Aber für ihre Fans ist sie nahbar wie eine Schwester.---Kühnert trägt Schuhgröße 39 und ist 1,75 groß, sie hat zierliche Hände und Schultern, große blaue Augen und volle Lippen.",Spiegel,Germany,2023,,
3161,Un avis qui est aussi celui des autres spécialistes. ',Figaro,France,2002,other professions,profession
3299,"La Logirep prévient également ses locataires que le versement de l'aide personnalisée au logement (APL), dans le cas où ils en bénéficient, sera suspendue s'ils ne procèdent pas « immédiatement à la régularisation de (leur) compte ».",Parisien,France,2000,tenants,real_estate_ownership
4216,"A l'instar du héros de War Games, un film distribué il y a plusieurs années, l'adolescent avait percé les mots de passe et obtenu accès aux communications avec les agents américains en Corée du Nord pendant la crise nucléaire avec Pyongyang, ainsi qu'à des informations sur la recherche balistique ou sur les dossiers du personnel.",Monde,France,1995,,
562,"Deren Schilderungen und Interpretationen der Unterredung divergieren auf das Erstaunlichste.---  Glaubt man der Darstellung der SPD-Fraktionssprecherin Dorle Baumann, wandelten sich einige der laut protestierenden Tiger von ehedem bei dem Treffen binnen kürzester Zeit zu Bettvorlegern.",SZ,Germany,2015,politicians and high-ranking officials,profession
2319,"Die Dänemarkisierung der Sozialdemokratie sei bei ihnen zu Hause oft Thema, sagt Arlt.",Spiegel,Germany,2023,,
3099,"Les combattants tchétchènes ont gâché la fête, opposant une résistance désespérée, mais efficace : les rares images, les bribes d'informations fiables venues de la ville même ne permettent pas de dresser le moindre bilan.",Monde,France,1995,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
3245,"A l'heure actuelle, quelques entreprises se sont déclarées intéressées par un rôle de distributeur.",Figaro,France,2002,,
5172,"Rien de vraiment surprenant puisque, dans la tradition locale, les pactes entre clans se nouent et se dénouent au gré de querelles pour un puits ou un pâturage.",Monde,France,1995,"offenders, criminals, prisoners and/or accused people",social_deviance
6006,"Grenzgänger zahlen also doppelt!""",Bild,Germany,2022,,
3412,"Ici, en effet, les méchants sont on ne peut plus humains : ce sont des scientifiques, enfin, plutôt des savants fous, capables des pires horreurs.",Parisien,France,2000,scientists and professors,profession
3995,"La population musulmane est en proie à la crainte et c'est alors que survient un événement aussi capital que négligé : la première manifestation politique féminine de l'histoire de la région.---Le 26 octobre 1929, ' un congrès des dames de Palestine ', regroupant quelque deux cents participantes, issues du milieu des notables, se réunit, élit un bureau, vote des résolutions demandant en particulier le rejet de la déclaration Balfour.",Figaro,France,2002,Muslims;women,identities
8340,"L’opération Déluge d’al-Aqsa est entièrement palestinienne, pour la Palestine, sa cause, son peuple, et n’est liée à aucun dossier régional ou international », a déclaré Hassan Nasrallah, qui ne s’était pas exprimé depuis le 7 octobre.",Mediapart,France,2023,,
1048,Binnen einer halben Stunde sei die Größe der Menschenmenge auf ungefähr 1000 Personen gestiegen.,FAZ,Germany,2021,,
2940,"Elles ne sont pas près d'en revoir la couleur.---- Ont-elles vu venir cette crise financière ?---Aucune société n'a été vraiment surprise par la chute du système financier argentin, les banques s'étaient même préparées en provisionnant 1 500 millions d'euros.",Figaro,France,2002,CEOs and corporate leaders,labor_market_position
1809,"Titiyan ist 23 Jahre alt, sie studiert Philosophie an der Silpakorn-Universität in Bangkok und gehört zu jenen jungen Thais, die den progressiven Politiker Pita Limjaroenrat unterstützen.",Spiegel,Germany,2023,"youth, including students and apprentices",age_and_family_status
415,"Er hat die Deutschen nicht nur zum Singen (""Hoch auf dem gelben Wagen"") und als Gourmet animiert, er hat auch als Golfer nie eine Tarnkappe getragen.",Zeit,Germany,1995,,
1341,Sie pöbeln andere Jugendliche an und schlagen sich.,Welt,Germany,2008,"youth, including students and apprentices",age_and_family_status
9272,La mesure risque de toucher directement les étudiants de milieux modestes.,Liberation,France,2000,"lower class;youth, including students and apprentices",age_and_family_status;socio_economic_position
6795,"Denn Tencent ist inzwischen eines der größten Internet-Unternehmen der Welt, vor allem wegen der App Wechat, Mas größtem Wurf.---  Anfang 2011 kam sie auf den Markt.",SZ,Germany,2016,CEOs and corporate leaders;entrepreneurs,labor_market_position
6562,"Die Kreisvorsitzende der Frauen-Union in Berlin-Mitte, Sandra Cegla, erhob unterdessen  den Vorwurf gegen Behrends, sie habe selbst das Gerücht in Welt gesetzt, eine Affäre mit einem ranghohen CDU-Funktionär gehabt zu haben, und sei deshalb unglaubwürdig, wenn sie solche  Gerüchte anprangere.",FAZ,Germany,2021,politicians and high-ranking officials;women,identities;profession
7338,"Was dabei genau geschah, soll derzeit von der Army intern untersucht werden.---Bürgermeister Bußinger: ""Ich finde es wirklich enttäuschend, dass sich von den Amerikanern noch niemand bei uns gemeldet hat.",Bild,Germany,2022,,
1470,---Mehr als die Hälfte der Inhaber von Wandelanleihen und Indexfonds-Verwalter will nach Angaben von Vonovia-Finanzvorstand Stefan Kirsten bei dem Angebot mitziehen.,FAZ,Germany,2021,"capital owners, investors and shareholders",socio_economic_position
1711,In beiden Provinzen haben die Taliban bereits mehrere Distrikte und strategisch wichtige Straßen unter ihre Kontrolle gebracht.,FAZ,Germany,2021,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
4023,"Cette mesure ne devrait pas faire plaisir aux maires qui souhaitaient diminuer les impôts locaux en 1995, année d'élections municipales.",Monde,France,1995,politicians and high-ranking officials,profession
8413,» Les salariées et le tueur ignorent que Patrice est un des deux hommes à avoir réussi à prendre la fuite.,Mediapart,France,2020,wage and salary earners,labor_market_position
2272,"Denn die Elternpaare rasten schon nach einer Stunde aus.---""Meine Stücke sind für gute Schauspieler geschrieben"", sagte Reza einmal.",Welt,Germany,2008,authors and artists;parents and families,age_and_family_status;profession
1584,"In der Regel geschieht dies dadurch, dass eine Delegation aus Mali für eine Sammelanhörung mehrerer abgelehnter Asylbewerber in die Bundesrepublik reist.",SZ,Germany,2017,"people with an immigration background, including immigrants",identities
1413,"Alle anderen Teams müssen aufpassen, nicht gleich in Abstiegsnot zu geraten.",SZ,Germany,2016,athletes,profession
7059,"Im Teenageralter ist das Streben nach Glück von der Suche nach MP3-Playern, Handys und Designer-Klamotten geprägt.",Welt,Germany,2008,"youth, including students and apprentices",age_and_family_status
5840,Die Redenschreiber des Unionspolitikers mühten sich jedoch vergebens.,Zeit,Germany,1995,politicians and high-ranking officials,profession
1723,"Meine persönliche Erfahrung aus den Verhandlungen mit den Palästinensern ist folgende: Wenn wir in einem Raum Verhandlungspartner der israelischen und palästinensischen Seite haben, dann können die Gespräche sehr schwierig und harsch sein, manchmal brechen sie auch ganz ab - aber wir reden miteinander.",Welt,Germany,2008,,
5795,"In Erinnerung blieb jedoch, abgesehen von den Blessuren einiger vorwitziger Zuschauer, die den Bällen der Spieler zu nahe gekommen waren, vor allem das Bild: drei Politiker unterschiedlicher Couleur, ein Spaß.",Zeit,Germany,1995,consumers and clients,social_roles_and_behavior
7982,"Mit meinen Amtskollegen ist vereinbart: Wir wollen jetzt ein Joint Investigation Team bilden - eine gemeinsame Ermittlungsgruppe nach EU-Recht, in die alle drei Staaten Ermittler entsenden.""",Bild,Germany,2022,security forces,profession
1508,Ich kümmere mich als Trainer vor allem um die Bundesligamannschaft und arbeite zusätzlich wie ein Sportdirektor perspektivisch an der Entwicklung des Teams.,Welt,Germany,2008,CEOs and corporate leaders;athletes,labor_market_position;profession
2623,"Die Ehefrauen der Getöteten wurden als Zeugen gehört, stehen aber unter Schock.---Im Westen Kenias haben die Zusammenstöße zwischen bewaffneten Banden unterschiedlicher Volksgruppen auch am Montag angedauert.",Welt,Germany,2008,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
4878,"Plus généralement, leur aptitude à nouer des alliances avec d'autres entreprises, mais aussi avec les administrations, serait particulièrement développée.",Monde,France,1995,other professions,profession
8796,"S’il est certain qu’elle doit être combattue, elle se rapproche de la barre des 20 % au-delà de laquelle la plupart des macroéconomistes estiment qu’elle coûte des points de croissance (4).",MondeDiplo,France,2010,scientists and professors,profession
1322,"---  Die ,,achte Generation' wird wohl zunächst nur im niedersächsischen Winsen Einzug halten.",SZ,Germany,2016,,
843,"Auch in der ostukrainischen Region Luhansk meldeten die Putin-Vasallen einen klaren Sieg: Die Ja-Stimmen würden überwiegen, erklärte die Wahlbehörde am Dienstagabend - und das, obwohl erst 31,74 Prozent der Stimmen ausgezählt waren.---Weltweit werden die ""Ergebnisse"" der Schein-Referenden nicht anerkannt.---Tatsächlich waren die Ergebnisse schon vor Beginn der ""Abstimmungen"" klar, von einer wirklichen Wahl keine Spur: Aus der Hafenstadt Melitopol im Verwaltungsgebiet Saporischja berichtete der Vorkriegs-Bürgermeister Iwan Fedorow von Plänen, wonach die verbliebenen Bürger der Stadt nicht in Wahlkabinen über einen Anschluss an Russland abstimmen sollten - sondern von zu Hause aus.---Das bedeutete: Schwer bewaffnete russische Milizen sollten die Bürger an ihrer Haustür oder gleich in ihrer Wohnung nach ihrer Wahlabsicht befragen.---Und auch in den Wahllokalen war die ""Wahl""-Situation nicht besser: Bilder zeigen durchsichtige Wahl-Urnen, in den offen einsehbare Wahlzettel lagen.",Bild,Germany,2022,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
1147,"Dafür haben die Düsseldorfer Grünen, angefeuert von Joschka Fischer, einiges in Kauf genommen.",Zeit,Germany,1995,politicians and high-ranking officials,profession
3681,"A midi, il affirme aux gendarmes avoir vu ses deux ' racketteurs ' en plein centre de Sartène.",Figaro,France,2002,security forces,profession
8657,"Rejetant toute comparaison entre les Etats-Unis et les prédateurs coloniaux européens de l’époque, il disait : « La vérité simple est que notre politique d’expansion, inscrite dans toute l’histoire américaine (...), ne ressemble en rien à l’impérialisme.",MondeDiplo,France,2002,,
464,Junge Männer kämpfen in ihnen.,Welt,Germany,2008,"men;youth, including students and apprentices",age_and_family_status;identities
1755,"Politiker, die jetzt einseitig und undifferenziert fordern, wir müssten hohe Löhne zahlen, helfen der Sache nicht weiter.",Welt,Germany,2008,politicians and high-ranking officials,profession
6265,"»Trans Frauen wollten Superfrauen sein.«---Heute hingegen sei das vielen trans Personen nicht mehr wichtig, im Gegenteil, viele kaschierten nicht mehr alle Spuren des Herkunftsgeschlechts, um in ihrer Besonderheit sichtbar zu bleiben.",Spiegel,Germany,2023,LGBTQIA+;women,identities
4229,"On se demande par instants si le mythe de la Révolution ne rejoint pas finalement le culte fasciste de la violence '.---Deux ans après le procès des ' blouses blanches ', ces médecins soviétiques pourchassés pour ' sionisme ', Raymond Aron affiche, avec l'Opium, une volonté ' désintoxicatrice ' qui l'isole parmi ses pairs.",Figaro,France,2002,doctors,profession
9117,"Mi-juillet, les ministres réunis se montrent hostiles à un transfert de compétence législative en Corse.",Liberation,France,2000,politicians and high-ranking officials,profession
9416,"En faisant des travaux, on a les moyens de rentabiliser la copro pour les locataires comme les propriétaires.",Mediapart,France,2022,real-estate owners;tenants,real_estate_ownership
4337,Le taux de suicide chez les adolescents est particulièrement élevé.,Figaro,France,2002,"minors, including children and pupils",age_and_family_status
5830,"Weil das so selten vorkommt, messen Fachleute diesem Übertragungsweg aber keine Bedeutung für die Ausbreitung des Erregers bei.---  Nach einem Zika-Ausbruch in Französisch-Polynesien 2013 haben verschiedene Wissenschaftler bereits Spuren des Zika-Virus in Speichel und Urin nachgewiesen.",SZ,Germany,2016,other professions;scientists and professors,profession
379,Volleyball und Tischtennis wurden trotz Anziehungskraft und guter Verbreitung in der  Bevölkerung aus den Förderprogrammen gestrichen.,FAZ,Germany,2021,,
3107,"Et réciproquement.---Devant la demande des giscardiens, Chirac va faire une deuxième intervention depuis son ancien siège de campagne.",Figaro,France,2002,politicians and high-ranking officials,profession
7601,"Die zu heiße Wassertemperatur wurde ebenfalls heruntergeregelt.---  Die weitere Vorgehensweise besprachen die Verantwortlichen des Ordinariats, der Stadt Puchheim, die Kinderhausleitung und die Trägervertretung dann am 29.",SZ,Germany,2015,other professions,profession
1336,"Im Herbst vergangenen Jahres hatten Schirbort und seine Kampfgefährten noch alle Zahnärzte dazu aufgerufen, die Behandlungen einzustellen und sich auf den Notdienst zu beschränken, weil das Jahresbudget nicht reiche.",Zeit,Germany,1995,doctors,profession
1224,"Bei abermaligen Ausschreitungen droht England der Ausschluss aus dem Turnier, weshalb auch Nationaltrainer Roy Hodgson die Anhänger mahnte:  ""Haltet euch aus Ärger heraus, damit diese Drohungen niemals wahr gemacht werden.""",FAZ,Germany,2021,,
5776,Einen großen Schwerpunkt wollen die Franzosen auf  Strecken nach Südostasien legen.,FAZ,Germany,2021,,
2717,Dabei macht Mas Canosa mehr Politik in Washington als in Kuba: Mit massiver Lobbyarbeit und reichen Dollargaben schwört er vor allem die US-Politiker auf unversöhnlichen Anti-Castro-Kurs und die Verschärfung des Wirtschaftsembargos ein.,Zeit,Germany,1995,politicians and high-ranking officials,profession
3945,"Encadrés par des professionnels, ils pourront pendant trois heures dessiner leurs projets et contempler des maquettes ou des dessins exposés.",Parisien,France,2000,other professions,profession
2953,"Après une semaine d'initiation, la troupe en culottes courtes donne sa première représentation devant le public attentif des parents et des amis.",Parisien,France,2000,"authors and artists;minors, including children and pupils;parents and families",age_and_family_status;profession
1351,"In seiner kurzen Rede in der KVD-Galerie freute sich Pawel Warchol darüber, ,,dass sich viele international bekannte Künstler beteiligt hatten"".",SZ,Germany,2015,authors and artists,profession
8122,"Ole von Beust hat die CDU zu einer liberalen Großstadtpartei geformt, die mit der CDU in den Flächenländern nur noch wenig gemein hat.---In Großstädten prallen die unterschiedlichsten Lebensentwürfe aufeinander, denen die Politik gerecht werden muss.",Welt,Germany,2008,politicians and high-ranking officials,profession
1812,"  Ausreise, Rückkehr, Haftbefehl, Anklage: Im Wochentakt setzt die Karlsruher Bundesanwaltschaft Meldungen zu Verfahren gegen radikalisierte Islamisten ab, die aus Syrien nach Deutschland zurückgekehrt sind.",SZ,Germany,2015,"Muslims;extremists;offenders, criminals, prisoners and/or accused people",identities;social_deviance
3542,"Le directeur de la Poste de l'Oise, Christian Micouleau, a expliqué que le traitement du courrier ne pouvait être le même pour les entreprises et les particuliers.",Parisien,France,2000,consumers and clients,social_roles_and_behavior
1352,"Wenn bis zu dreißig Prozent der Beiträge für die Friedenserhaltung ausbleiben, sagt Urquhart, könnten die Länder, die Soldaten und Material stellen, für ihre Leistungen nicht mehr entschädigt werden.",Zeit,Germany,1995,soldiers,profession
4623,"- Rendant visite, dimanche, au 27e bataillon de chasseurs alpins, unité qui participe à la Force de protection des Nations unies (FORPRONU) en Bosnie, Edouard Balladur a exalté l'unité nationale.",Monde,France,1995,soldiers,profession
1895,"Tatsächlich ist der  ""Islamische Staat"", wie Bensouda selbst sagt, offenbar für Verbrechen ""unaussprechlicher Grausamkeit"" verantwortlich, für sexuelle Sklaverei, Vergewaltigung, Folter, Verstümmelung, ethnische  Säuberung, Zwangsrekrutierung von Kindern, bis hin zum Völkermord.",FAZ,Germany,2021,"minors, including children and pupils;terrorists, rebels, revolutionaries and/or movements of armed resistance",age_and_family_status;social_deviance
6131,"---Wir sitzen in einem heißen Raum unter dem trägen Rotieren eines Ventilators, hinter uns die thailandweit größte Bibliothek voller Bücherregale zur Unterdrückungsgeschichte der hauptsächlich buddhistischen, aber auch animistischen Karen, während hundert Meter weiter bereits wieder Bangkoks hektisches Highlife auf Touren kommt.",Welt,Germany,2008,Ethnic and racial minorities,identities
7611,"  Knapp fünf Jahre später hat Breitenreiter wieder einen gewagten Entschluss gefasst, er wird eine Aufgabe übernehmen, an der viele Trainer vor ihm gescheitert sind.",SZ,Germany,2015,athletes,profession
3333,"L'histoire entre les deux hommes s'est terminée devant les prud'hommes, la rancoeur et la rancune paraissent tenaces.---Joueurs : la génération Dupont---Nés entre 1995 et 1997, ils auront entre 26 et 28 ans en 2023.",Figaro,France,2017,athletes,profession
6367,Chinas Zensoren haben vollen Zugriff.,SZ,Germany,2016,,
6881,"Das ganze Elend eben.---Für CDU-Mann Thering eine Situation, die völlig aus dem Ruder läuft: ""Das ,Drob Inn' leistet wichtige Arbeit in einem sehr herausfordernden Umfeld.",Bild,Germany,2022,politicians and high-ranking officials,profession
6959,"---Um zwei geplante Spielfilme voranzutreiben, nutzt Vollrath den Aufenthalt in Los Angeles für Gespräche mit amerikanischen Produzenten.",FAZ,Germany,2021,authors and artists,profession
1213,"Doch die wehrte sich, daraufhin erhöhten die Deutschen mehrmals ihre Offerte, jetzt sind sie am Ziel.",SZ,Germany,2016,,
1190,"Ein Drittel des Publikums besteht aus Männern, manche davon laut eigener Aussage »von unseren Freundinnen gezwungen«.",Spiegel,Germany,2023,consumers and clients;men;women,identities;social_roles_and_behavior
3380,Un message radio annonce la présence d'une ' trentaine de militants de Ras l'front au niveau de la rue de Louvre '. ',Figaro,France,2002,,
899,"Fast alle Waliser spielen in England, und fast alle könnten auch für England spielen.",FAZ,Germany,2021,athletes,profession
